State	District	Year	GWL_mbgl
Telangana	NIZAMABAD	2022	2.45
Telangana	NIZAMABAD	2023	3.65
Telangana	SIDDIPET	2023	12.6
Telangana	KARIMNAGAR	2021	10.12
Telangana	KARIMNAGAR	2021	3.65
Telangana	KARIMNAGAR	2021	9.94
Telangana	KARIMNAGAR	2022	10.77
Telangana	KARIMNAGAR	2022	17.66
Telangana	KARIMNAGAR	2022	2.89
Telangana	KARIMNAGAR	2022	3
Telangana	KARIMNAGAR	2023	12.6
Telangana	KARIMNAGAR	2023	17.48
Telangana	KARIMNAGAR	2023	8.73
Telangana	KHAMMAM	2021	18.05
Telangana	KHAMMAM	2022	18.66
Telangana	KHAMMAM	2021	17.38
Telangana	KHAMMAM	2021	16.32
Telangana	KHAMMAM	2021	15.24
Telangana	KHAMMAM	2022	17.79
Telangana	KHAMMAM	2022	21.62
Telangana	KHAMMAM	2022	18.42
Telangana	KHAMMAM	2022	18.1
Telangana	KHAMMAM	2023	21.99
Telangana	KHAMMAM	2023	23.36
Telangana	KHAMMAM	2023	20.4
Telangana	BHADRADRI	2023	21.99
Telangana	KHAMMAM	2021	16.56
Telangana	KHAMMAM	2021	15.63
Telangana	KHAMMAM	2022	22.35
Telangana	KHAMMAM	2022	19.1
Telangana	KHAMMAM	2023	22.93
Telangana	KHAMMAM	2023	24.55
Telangana	KHAMMAM	2023	21.25
Telangana	BHADRADRI	2023	22.93
Telangana	SIDDIPET	2023	9.16
Telangana	SIDDIPET	2023	17.5
Telangana	WARANGAL RURAL	2022	3.47
Telangana	WARANGAL RURAL	2022	2.45
Telangana	WARANGAL RURAL	2023	7.68
Telangana	WARANGAL RURAL	2023	2.91
Telangana	ADILABAD	2023	5.03
Telangana	ADILABAD	2022	5.69
Telangana	ADILABAD	2022	2.6
Telangana	ADILABAD	2022	3.48
Telangana	ADILABAD	2023	3.54
Telangana	KHAMMAM	2022	9.81
Telangana	KHAMMAM	2022	7.84
Telangana	KHAMMAM	2023	13.74
Telangana	KHAMMAM	2023	9.14
Telangana	NIZAMABAD	2023	15.66
Telangana	NIZAMABAD	2023	23.75
Telangana	NIZAMABAD	2022	16.9
Telangana	NIZAMABAD	2022	23.27
Telangana	NIZAMABAD	2022	19
Telangana	NIZAMABAD	2022	14.4
Telangana	NIZAMABAD	2023	23.72
Telangana	NIZAMABAD	2023	12.12
Telangana	NIZAMABAD	2023	6.54
Telangana	NIZAMABAD	2021	10.4
Telangana	NIZAMABAD	2021	7.82
Telangana	NIZAMABAD	2021	8.02
Telangana	NIZAMABAD	2022	11.92
Telangana	NIZAMABAD	2022	3.82
Telangana	NIZAMABAD	2022	10.15
Telangana	NIZAMABAD	2023	13.04
Telangana	MAHBUBNAGAR	2021	17.81
Telangana	MAHBUBNAGAR	2021	18.69
Telangana	MAHBUBNAGAR	2021	5.27
Telangana	MAHBUBNAGAR	2022	18.27
Telangana	MAHBUBNAGAR	2022	23.83
Telangana	MAHBUBNAGAR	2022	13.75
Telangana	MAHBUBNAGAR	2022	12.92
Telangana	MAHBUBNAGAR	2023	24.05
Telangana	RANGA REDDY	2023	15.1
Telangana	RANGA REDDY	2023	24.05
Telangana	RANGA REDDY	2023	17.79
Telangana	KARIMNAGAR	2021	5
Telangana	KARIMNAGAR	2021	3.94
Telangana	KARIMNAGAR	2021	3.71
Telangana	KARIMNAGAR	2022	3.82
Telangana	KARIMNAGAR	2022	5.33
Telangana	KARIMNAGAR	2022	0.98
Telangana	KARIMNAGAR	2022	2.98
Telangana	KARIMNAGAR	2023	10.61
Telangana	KARIMNAGAR	2023	6.65
Telangana	KARIMNAGAR	2023	3.23
Telangana	KHAMMAM	2021	3.23
Telangana	KHAMMAM	2021	2.13
Telangana	KHAMMAM	2021	1.73
Telangana	KHAMMAM	2022	2.68
Telangana	KHAMMAM	2022	6.1
Telangana	KHAMMAM	2022	5.23
Telangana	KHAMMAM	2022	2.31
Telangana	KHAMMAM	2023	6.1
Telangana	KHAMMAM	2023	2.05
Telangana	RANGA REDDY	2022	9.8
Telangana	RANGA REDDY	2022	6.44
Telangana	RANGA REDDY	2023	52
Telangana	RANGA REDDY	2023	16.75
Telangana	WARANGAL RURAL	2021	6.51
Telangana	WARANGAL RURAL	2021	7.01
Telangana	WARANGAL RURAL	2021	6.15
Telangana	WARANGAL RURAL	2022	8.28
Telangana	WARANGAL RURAL	2022	11.18
Telangana	WARANGAL RURAL	2022	3.37
Telangana	WARANGAL RURAL	2022	6.3
Telangana	WARANGAL RURAL	2023	8.45
Telangana	WARANGAL RURAL	2023	11.17
Telangana	WARANGAL RURAL	2023	5.31
Telangana	JANGAON	2023	8.45
Telangana	WARANGAL RURAL	2021	0.81
Telangana	WARANGAL RURAL	2021	1.15
Telangana	WARANGAL RURAL	2021	0.95
Telangana	WARANGAL RURAL	2022	0.72
Telangana	WARANGAL RURAL	2022	0.65
Telangana	WARANGAL RURAL	2022	1.46
Telangana	WARANGAL RURAL	2022	0.85
Telangana	WARANGAL RURAL	2023	1.31
Telangana	WARANGAL RURAL	2023	1.2
Telangana	WARANGAL RURAL	2023	1.14
Telangana	JANGAON	2023	6.91
Telangana	WARANGAL RURAL	2021	4.72
Telangana	WARANGAL RURAL	2021	4.48
Telangana	WARANGAL RURAL	2021	3.14
Telangana	WARANGAL RURAL	2022	5.51
Telangana	WARANGAL RURAL	2022	10.69
Telangana	WARANGAL RURAL	2022	2.81
Telangana	WARANGAL RURAL	2022	3.12
Telangana	WARANGAL RURAL	2023	6.91
Telangana	WARANGAL RURAL	2023	9.49
Telangana	WARANGAL RURAL	2023	4.05
Telangana	RANGA REDDY	2023	10.73
Telangana	RANGA REDDY	2023	15.47
Telangana	RANGA REDDY	2021	3.78
Telangana	RANGA REDDY	2021	2.99
Telangana	RANGA REDDY	2022	3.26
Telangana	RANGA REDDY	2022	4.64
Telangana	RANGA REDDY	2022	2.05
Telangana	RANGA REDDY	2022	1.7
Telangana	MEDAK	2021	3.88
Telangana	MEDAK	2021	0.6
Telangana	MEDAK	2021	0.91
Telangana	MEDAK	2022	2.7
Telangana	MEDAK	2022	7.32
Telangana	MEDAK	2022	1.05
Telangana	MEDAK	2022	0.62
Telangana	MEDAK	2023	3.1
Telangana	MEDAK	2023	7.34
Telangana	MEDAK	2023	1.54
Telangana	NALGONDA	2023	2.78
Telangana	NALGONDA	2023	4.05
Telangana	NALGONDA	2021	5.37
Telangana	NALGONDA	2021	5.26
Telangana	NALGONDA	2021	1.43
Telangana	NALGONDA	2022	1.65
Telangana	NALGONDA	2022	3.13
Telangana	NALGONDA	2022	2.46
Telangana	NALGONDA	2022	1.98
Telangana	NALGONDA	2023	3.6
Telangana	NALGONDA	2022	9.03
Telangana	NALGONDA	2022	24.63
Telangana	NALGONDA	2022	21.2
Telangana	NALGONDA	2022	4.62
Telangana	NALGONDA	2023	27.3
Telangana	MAHBUBNAGAR	2021	1.65
Telangana	MAHBUBNAGAR	2021	0.42
Telangana	MAHBUBNAGAR	2021	1.26
Telangana	MAHBUBNAGAR	2022	1.45
Telangana	MAHBUBNAGAR	2022	2.85
Telangana	MAHBUBNAGAR	2022	0.95
Telangana	MAHBUBNAGAR	2022	1.3
Telangana	MAHBUBNAGAR	2023	8.16
Telangana	MAHBUBNAGAR	2023	3.2
Telangana	MAHBUBNAGAR	2023	2.44
Telangana	WARANGAL URBAN	2021	1.49
Telangana	WARANGAL URBAN	2021	2.9
Telangana	WARANGAL URBAN	2021	1.7
Telangana	WARANGAL URBAN	2022	2.77
Telangana	WARANGAL URBAN	2022	5.67
Telangana	WARANGAL URBAN	2022	1.01
Telangana	WARANGAL URBAN	2022	0.92
Telangana	WARANGAL URBAN	2023	2.85
Telangana	WARANGAL URBAN	2023	4.28
Telangana	JANGAON	2023	2.85
Telangana	SIDDIPET	2023	51.44
Telangana	SIDDIPET	2023	9.8
Telangana	MAHBUBNAGAR	2021	1.36
Telangana	MAHBUBNAGAR	2021	0.84
Telangana	MAHBUBNAGAR	2021	1.42
Telangana	MAHBUBNAGAR	2022	0.45
Telangana	MAHBUBNAGAR	2022	1.38
Telangana	MAHBUBNAGAR	2022	0.47
Telangana	MAHBUBNAGAR	2022	0.44
Telangana	MAHBUBNAGAR	2023	0.82
Telangana	MAHBUBNAGAR	2023	0.36
Telangana	WANAPARTHY	2023	0.82
Telangana	WANAPARTHY	2023	1.3
Telangana	NIZAMABAD	2022	20.14
Telangana	NIZAMABAD	2022	8.26
Telangana	NIZAMABAD	2023	17.23
Telangana	NIZAMABAD	2023	12.06
Telangana	NALGONDA	2021	10.43
Telangana	NALGONDA	2021	8.41
Telangana	NALGONDA	2021	5.71
Telangana	NALGONDA	2022	5.01
Telangana	NALGONDA	2022	6.85
Telangana	NALGONDA	2022	3.68
Telangana	NALGONDA	2022	3.08
Telangana	NALGONDA	2023	7.8
Telangana	NALGONDA	2023	5.23
Telangana	KARIMNAGAR	2022	2.27
Telangana	KARIMNAGAR	2023	9.2
Telangana	KARIMNAGAR	2022	2.27
Telangana	KARIMNAGAR	2022	2.42
Telangana	KARIMNAGAR	2023	1.04
Telangana	WARANGAL RURAL	2021	7.85
Telangana	WARANGAL RURAL	2021	4
Telangana	WARANGAL RURAL	2021	3.53
Telangana	WARANGAL RURAL	2022	6.36
Telangana	WARANGAL RURAL	2022	6.93
Telangana	WARANGAL RURAL	2022	1.89
Telangana	WARANGAL RURAL	2022	3.37
Telangana	WARANGAL RURAL	2023	6.29
Telangana	WARANGAL RURAL	2023	5.6
Telangana	WARANGAL RURAL	2023	1.7
Telangana	NALGONDA	2021	10.55
Telangana	NALGONDA	2021	12.3
Telangana	NALGONDA	2022	9.79
Telangana	NALGONDA	2022	12.33
Telangana	NALGONDA	2022	8.61
Telangana	NALGONDA	2022	4.29
Telangana	NALGONDA	2023	7.4
Telangana	NALGONDA	2023	10.15
Telangana	NALGONDA	2023	11.41
Telangana	ADILABAD	2022	10.01
Telangana	ADILABAD	2022	47.57
Telangana	ADILABAD	2022	4.27
Telangana	ADILABAD	2022	34.72
Telangana	ADILABAD	2023	47.3
Telangana	ADILABAD	2023	9.96
Telangana	KUMURAM BHEEM	2023	8.05
Telangana	SURYAPET	2023	4.21
Telangana	NALGONDA	2021	3.44
Telangana	NALGONDA	2021	3.26
Telangana	NALGONDA	2021	3.53
Telangana	NALGONDA	2022	3.95
Telangana	NALGONDA	2022	4.33
Telangana	NALGONDA	2022	3.55
Telangana	NALGONDA	2022	3.14
Telangana	NALGONDA	2023	4.21
Telangana	NALGONDA	2023	4.31
Telangana	NALGONDA	2023	4.38
Telangana	ADILABAD	2021	3.37
Telangana	ADILABAD	2021	2.03
Telangana	ADILABAD	2021	2.62
Telangana	ADILABAD	2022	3.09
Telangana	ADILABAD	2022	4.28
Telangana	ADILABAD	2022	2.4
Telangana	ADILABAD	2022	2.7
Telangana	ADILABAD	2023	4.61
Telangana	ADILABAD	2023	5.3
Telangana	ADILABAD	2023	2.76
Telangana	SIDDIPET	2023	10.55
Telangana	SIDDIPET	2023	15.28
Telangana	HYDERABAD	2023	13.96
Telangana	HYDERABAD	2023	8.18
Telangana	HYDERABAD	2023	16.68
Telangana	NALGONDA	2022	9.03
Telangana	NALGONDA	2023	22.3
Telangana	RANGA REDDY	2023	4.6
Telangana	WARANGAL RURAL	2021	3.61
Telangana	WARANGAL RURAL	2021	0.25
Telangana	WARANGAL RURAL	2021	2.17
Telangana	WARANGAL RURAL	2022	3.71
Telangana	WARANGAL RURAL	2022	4.75
Telangana	WARANGAL RURAL	2022	1.34
Telangana	WARANGAL RURAL	2023	5.25
Telangana	WARANGAL RURAL	2023	0.54
Telangana	MAHBUBNAGAR	2022	2
Telangana	WARANGAL RURAL	2021	3.57
Telangana	WARANGAL RURAL	2021	4.71
Telangana	WARANGAL RURAL	2021	3.6
Telangana	WARANGAL RURAL	2022	3.42
Telangana	WARANGAL RURAL	2022	3.43
Telangana	WARANGAL RURAL	2022	2.24
Telangana	WARANGAL RURAL	2022	2.9
Telangana	WARANGAL RURAL	2023	5.41
Telangana	WARANGAL RURAL	2021	3.43
Telangana	WARANGAL RURAL	2021	2.81
Telangana	WARANGAL RURAL	2021	2.88
Telangana	WARANGAL RURAL	2022	2.91
Telangana	WARANGAL RURAL	2022	5.68
Telangana	WARANGAL RURAL	2022	0.67
Telangana	WARANGAL RURAL	2023	4.45
Telangana	NALGONDA	2021	9.08
Telangana	NALGONDA	2021	9.45
Telangana	NALGONDA	2021	5.48
Telangana	NALGONDA	2022	4.65
Telangana	NALGONDA	2022	6.03
Telangana	NALGONDA	2022	5.32
Telangana	NALGONDA	2022	4.85
Telangana	NALGONDA	2023	7.01
Telangana	NALGONDA	2023	6.37
Telangana	NALGONDA	2021	9.21
Telangana	NALGONDA	2021	9.58
Telangana	NALGONDA	2021	5.6
Telangana	NALGONDA	2022	4.89
Telangana	NALGONDA	2022	6.42
Telangana	NALGONDA	2022	5.58
Telangana	NALGONDA	2022	4.92
Telangana	NALGONDA	2023	7.1
Telangana	NALGONDA	2023	6.28
Telangana	YADADRI	2023	5.54
Telangana	ADILABAD	2021	7.12
Telangana	ADILABAD	2022	23.04
Telangana	ADILABAD	2022	43.83
Telangana	ADILABAD	2022	17.23
Telangana	ADILABAD	2022	22.93
Telangana	ADILABAD	2023	20.3
Telangana	ADILABAD	2023	22.57
Telangana	MEDAK	2021	4.73
Telangana	MEDAK	2021	3
Telangana	MEDAK	2021	4.46
Telangana	MEDAK	2022	4.02
Telangana	MEDAK	2022	6.98
Telangana	MEDAK	2022	2.1
Telangana	MEDAK	2022	1.66
Telangana	MEDAK	2023	2.29
Telangana	MEDAK	2023	1.75
Telangana	KHAMMAM	2022	0.69
Telangana	KHAMMAM	2022	3
Telangana	KHAMMAM	2023	5.06
Telangana	KHAMMAM	2023	2.95
Telangana	KHAMMAM	2022	1.7
Telangana	KHAMMAM	2022	3.54
Telangana	KHAMMAM	2023	5.8
Telangana	KHAMMAM	2023	3.8
Telangana	ADILABAD	2021	1.9
Telangana	ADILABAD	2022	10.27
Telangana	ADILABAD	2022	6.28
Telangana	ADILABAD	2022	4.92
Telangana	ADILABAD	2023	6.56
Telangana	ADILABAD	2023	18.73
Telangana	ADILABAD	2023	9.97
Telangana	MAHBUBNAGAR	2021	1.6
Telangana	MAHBUBNAGAR	2021	0.5
Telangana	MAHBUBNAGAR	2022	1.5
Telangana	MAHBUBNAGAR	2022	2.43
Telangana	MAHBUBNAGAR	2022	0.5
Telangana	MAHBUBNAGAR	2022	1.05
Telangana	MAHBUBNAGAR	2023	2.02
Telangana	MAHBUBNAGAR	2023	2.57
Telangana	MAHBUBNAGAR	2023	1.37
Telangana	WARANGAL RURAL	2022	0
Telangana	WARANGAL RURAL	2022	1.2
Telangana	WARANGAL RURAL	2023	1.8
Telangana	WARANGAL RURAL	2023	0.67
Telangana	MAHBUBNAGAR	2022	1.57
Telangana	MAHBUBNAGAR	2022	0.7
Telangana	MAHBUBNAGAR	2023	6.04
Telangana	RANGA REDDY	2023	3.07
Telangana	RANGA REDDY	2023	4.85
Telangana	RANGA REDDY	2022	1.34
Telangana	RANGA REDDY	2022	3.99
Telangana	RANGA REDDY	2022	2.43
Telangana	RANGA REDDY	2022	0.93
Telangana	RANGA REDDY	2023	5.12
Telangana	MEDAK	2023	8.97
Telangana	MEDAK	2023	6.86
Telangana	NALGONDA	2023	3.49
Telangana	NALGONDA	2021	1.58
Telangana	NALGONDA	2021	1.07
Telangana	NALGONDA	2021	0.17
Telangana	NALGONDA	2022	0.78
Telangana	NALGONDA	2022	3.89
Telangana	NALGONDA	2022	1.79
Telangana	NALGONDA	2022	0.79
Telangana	NALGONDA	2023	2.38
Telangana	NALGONDA	2023	3.64
Telangana	WARANGAL RURAL	2021	4.12
Telangana	KHAMMAM	2022	8.11
Telangana	KHAMMAM	2022	6.54
Telangana	KHAMMAM	2023	8.72
Telangana	KHAMMAM	2022	7.06
Telangana	KHAMMAM	2022	6.22
Telangana	KHAMMAM	2023	8.84
Telangana	KHAMMAM	2021	7.75
Telangana	KHAMMAM	2021	2.72
Telangana	KHAMMAM	2021	3.7
Telangana	KHAMMAM	2022	5.13
Telangana	KHAMMAM	2022	7.58
Telangana	KHAMMAM	2022	2.93
Telangana	KHAMMAM	2022	1.81
Telangana	KHAMMAM	2023	4.43
Telangana	KHAMMAM	2023	9.06
Telangana	RANGA REDDY	2021	5.14
Telangana	RANGA REDDY	2021	27.7
Telangana	RANGA REDDY	2021	3.68
Telangana	RANGA REDDY	2022	4.29
Telangana	RANGA REDDY	2022	8.2
Telangana	RANGA REDDY	2022	2.26
Telangana	RANGA REDDY	2022	1.52
Telangana	RANGA REDDY	2023	3.49
Telangana	RANGA REDDY	2023	6.66
Telangana	RANGA REDDY	2023	5.7
Telangana	ADILABAD	2021	3.5
Telangana	ADILABAD	2021	3.22
Telangana	ADILABAD	2021	2.37
Telangana	ADILABAD	2022	2.96
Telangana	ADILABAD	2022	6.2
Telangana	ADILABAD	2022	0.79
Telangana	ADILABAD	2022	1.55
Telangana	ADILABAD	2023	3.73
Telangana	ADILABAD	2023	7.31
Telangana	ADILABAD	2023	2.34
Telangana	ADILABAD	2022	0.54
Telangana	ADILABAD	2022	0.8
Telangana	ADILABAD	2023	5.25
Telangana	ADILABAD	2023	1.12
Telangana	MAHBUBNAGAR	2023	4
Telangana	MAHBUBNAGAR	2023	5.55
Telangana	MAHBUBNAGAR	2021	3.51
Telangana	MAHBUBNAGAR	2021	2.8
Telangana	MAHBUBNAGAR	2021	2.9
Telangana	MAHBUBNAGAR	2022	3.81
Telangana	MAHBUBNAGAR	2022	4.87
Telangana	MAHBUBNAGAR	2022	1.87
Telangana	MAHBUBNAGAR	2022	2.14
Telangana	MAHBUBNAGAR	2023	3.64
Telangana	NALGONDA	2023	3.04
Telangana	NALGONDA	2021	4.5
Telangana	NALGONDA	2021	3.93
Telangana	NALGONDA	2021	2.9
Telangana	NALGONDA	2022	3.72
Telangana	NALGONDA	2022	5.56
Telangana	NALGONDA	2022	3.12
Telangana	NALGONDA	2022	3.73
Telangana	NALGONDA	2023	4.36
Telangana	ADILABAD	2021	4.29
Telangana	ADILABAD	2021	1.24
Telangana	ADILABAD	2021	2.48
Telangana	ADILABAD	2022	3.67
Telangana	ADILABAD	2022	5.5
Telangana	ADILABAD	2022	1.42
Telangana	ADILABAD	2022	2.3
Telangana	ADILABAD	2023	5.21
Telangana	ADILABAD	2023	1.97
Telangana	ADILABAD	2023	4.16
Telangana	SANGA REDDY	2023	14.78
Telangana	MEDAK	2021	18.23
Telangana	MEDAK	2021	20.11
Telangana	MEDAK	2021	10.65
Telangana	MEDAK	2022	16.88
Telangana	MEDAK	2022	24.64
Telangana	MEDAK	2022	16.96
Telangana	MEDAK	2022	13.3
Telangana	MEDAK	2023	14.78
Telangana	MEDAK	2023	21.07
Telangana	MEDAK	2023	19.7
Telangana	MEDAK	2022	20.95
Telangana	MEDAK	2022	14.22
Telangana	MEDAK	2023	24.19
Telangana	MEDAK	2023	18.01
Telangana	RANGA REDDY	2023	5.1
Telangana	RANGA REDDY	2021	3.39
Telangana	RANGA REDDY	2021	3.5
Telangana	RANGA REDDY	2021	2.61
Telangana	RANGA REDDY	2022	3.92
Telangana	RANGA REDDY	2022	2.75
Telangana	RANGA REDDY	2023	9.68
Telangana	RANGA REDDY	2023	7.12
Telangana	MEDAK	2021	4.5
Telangana	MEDAK	2021	0.2
Telangana	MEDAK	2021	2.15
Telangana	KARIMNAGAR	2021	2.21
Telangana	KARIMNAGAR	2021	2.38
Telangana	KARIMNAGAR	2021	1.62
Telangana	KARIMNAGAR	2022	2.5
Telangana	KARIMNAGAR	2022	4.62
Telangana	KARIMNAGAR	2022	1.61
Telangana	KARIMNAGAR	2022	2.31
Telangana	KARIMNAGAR	2023	4.97
Telangana	KARIMNAGAR	2023	6.65
Telangana	KARIMNAGAR	2023	3.45
Telangana	MAHBUBNAGAR	2021	5.72
Telangana	MAHBUBNAGAR	2021	3.05
Telangana	MAHBUBNAGAR	2021	3.5
Telangana	MAHBUBNAGAR	2022	5.6
Telangana	MAHBUBNAGAR	2022	9.73
Telangana	MAHBUBNAGAR	2022	3
Telangana	MAHBUBNAGAR	2022	2.67
Telangana	MAHBUBNAGAR	2023	5.75
Telangana	MAHBUBNAGAR	2023	10.34
Telangana	MAHBUBNAGAR	2023	5.45
Telangana	NALGONDA	2021	1.77
Telangana	NALGONDA	2021	0.72
Telangana	NALGONDA	2021	0.58
Telangana	NALGONDA	2022	1.92
Telangana	NALGONDA	2022	3.09
Telangana	NALGONDA	2022	0.93
Telangana	NALGONDA	2021	1.55
Telangana	NALGONDA	2021	0.74
Telangana	NALGONDA	2021	1.85
Telangana	NALGONDA	2022	2.47
Telangana	NALGONDA	2022	2.44
Telangana	NALGONDA	2022	1.61
Telangana	NALGONDA	2022	2.74
Telangana	NALGONDA	2023	4.49
Telangana	NALGONDA	2023	4.92
Telangana	NALGONDA	2023	2.71
Telangana	RANGA REDDY	2021	8.23
Telangana	RANGA REDDY	2021	9.8
Telangana	RANGA REDDY	2021	5.98
Telangana	RANGA REDDY	2022	4.42
Telangana	RANGA REDDY	2022	8
Telangana	RANGA REDDY	2022	5.75
Telangana	RANGA REDDY	2022	3.53
Telangana	RANGA REDDY	2023	5.33
Telangana	RANGA REDDY	2023	6.48
Telangana	RANGA REDDY	2023	5.7
Telangana	VIKARABAD	2023	5.33
Telangana	RANGA REDDY	2021	5.76
Telangana	RANGA REDDY	2021	5.49
Telangana	RANGA REDDY	2021	4.69
Telangana	RANGA REDDY	2022	6.03
Telangana	RANGA REDDY	2022	6.51
Telangana	RANGA REDDY	2022	4.7
Telangana	RANGA REDDY	2022	5.54
Telangana	RANGA REDDY	2023	8.09
Telangana	RANGA REDDY	2023	7.48
Telangana	RANGA REDDY	2023	6.69
Telangana	RANGA REDDY	2021	3.15
Telangana	RANGA REDDY	2022	9.48
Telangana	RANGA REDDY	2022	3.45
Telangana	RANGA REDDY	2022	4.1
Telangana	RANGA REDDY	2023	8.85
Telangana	RANGA REDDY	2023	9.52
Telangana	RANGA REDDY	2023	12.45
Telangana	NALGONDA	2022	14.79
Telangana	NALGONDA	2022	17.77
Telangana	NALGONDA	2022	14.57
Telangana	NALGONDA	2022	8.38
Telangana	NALGONDA	2023	11.67
Telangana	NALGONDA	2023	12.25
Telangana	MEDAK	2023	12.07
Telangana	WARANGAL RURAL	2021	10.64
Telangana	WARANGAL RURAL	2021	12.6
Telangana	WARANGAL RURAL	2021	9.34
Telangana	WARANGAL RURAL	2022	10.2
Telangana	WARANGAL RURAL	2022	31.9
Telangana	WARANGAL RURAL	2022	6.44
Telangana	WARANGAL RURAL	2022	10.93
Telangana	NIZAMABAD	2023	9.64
Telangana	NIZAMABAD	2023	11.05
Telangana	NIZAMABAD	2023	15.09
Telangana	NIZAMABAD	2022	7.91
Telangana	NIZAMABAD	2022	11.46
Telangana	NIZAMABAD	2022	4.39
Telangana	NIZAMABAD	2022	3.36
Telangana	ADILABAD	2021	6.44
Telangana	ADILABAD	2021	3.3
Telangana	ADILABAD	2021	2.72
Telangana	ADILABAD	2022	4.39
Telangana	ADILABAD	2022	7.11
Telangana	ADILABAD	2022	2.91
Telangana	ADILABAD	2022	3.1
Telangana	ADILABAD	2023	4.9
Telangana	ADILABAD	2023	9.04
Telangana	ADILABAD	2023	2.94
Telangana	MANCHERIAL	2023	4.9
Telangana	ADILABAD	2021	28.6
Telangana	ADILABAD	2021	1.17
Telangana	ADILABAD	2021	3.49
Telangana	ADILABAD	2022	4.05
Telangana	ADILABAD	2022	1.84
Telangana	ADILABAD	2022	2.99
Telangana	ADILABAD	2023	4.35
Telangana	ADILABAD	2023	5.71
Telangana	ADILABAD	2023	1.72
Telangana	RANGA REDDY	2021	48.91
Telangana	RANGA REDDY	2021	50.14
Telangana	RANGA REDDY	2022	50.74
Telangana	RANGA REDDY	2022	51.26
Telangana	RANGA REDDY	2022	46.64
Telangana	RANGA REDDY	2022	46.89
Telangana	RANGA REDDY	2023	51.5
Telangana	WARANGAL RURAL	2021	2.97
Telangana	WARANGAL RURAL	2021	2.71
Telangana	WARANGAL RURAL	2021	2.89
Telangana	WARANGAL RURAL	2022	3.9
Telangana	WARANGAL RURAL	2022	5.59
Telangana	WARANGAL RURAL	2022	1.43
Telangana	WARANGAL RURAL	2023	4.61
Telangana	WARANGAL RURAL	2023	5.4
Telangana	WARANGAL RURAL	2023	2.01
Telangana	WARANGAL RURAL	2021	1.94
Telangana	WARANGAL RURAL	2021	1.51
Telangana	WARANGAL RURAL	2021	1.82
Telangana	WARANGAL RURAL	2022	2.41
Telangana	WARANGAL RURAL	2022	2.2
Telangana	WARANGAL RURAL	2022	1.5
Telangana	WARANGAL RURAL	2023	2.57
Telangana	WARANGAL RURAL	2023	2.54
Telangana	WARANGAL RURAL	2023	1.16
Telangana	RANGA REDDY	2021	6.45
Telangana	RANGA REDDY	2021	3.76
Telangana	RANGA REDDY	2021	1.76
Telangana	RANGA REDDY	2022	6.45
Telangana	RANGA REDDY	2022	6.97
Telangana	RANGA REDDY	2022	1.15
Telangana	RANGA REDDY	2022	2.27
Telangana	RANGA REDDY	2023	7.54
Telangana	RANGA REDDY	2023	3.52
Telangana	WARANGAL RURAL	2023	11.71
Telangana	WARANGAL RURAL	2023	21.64
Telangana	WARANGAL RURAL	2023	8.28
Telangana	HANAMKONDA	2023	11.71
Telangana	MAHABUBABAD	2023	2.57
Telangana	WARANGAL RURAL	2021	1.86
Telangana	WARANGAL RURAL	2021	1.33
Telangana	WARANGAL RURAL	2021	1.78
Telangana	WARANGAL RURAL	2022	2.51
Telangana	WARANGAL RURAL	2022	3.65
Telangana	WARANGAL RURAL	2022	0.28
Telangana	WARANGAL RURAL	2022	1.46
Telangana	WARANGAL RURAL	2023	2.67
Telangana	WARANGAL RURAL	2023	2.19
Telangana	WARANGAL RURAL	2023	0.98
Telangana	SIDDIPET	2023	3.56
Telangana	SIDDIPET	2023	4.77
Telangana	ADILABAD	2022	14.68
Telangana	ADILABAD	2023	27.05
Telangana	ADILABAD	2023	13.78
Telangana	SANGA REDDY	2023	16.32
Telangana	MEDAK	2021	23.02
Telangana	MEDAK	2021	19.25
Telangana	MEDAK	2021	17.87
Telangana	MEDAK	2022	18.84
Telangana	MEDAK	2022	20.73
Telangana	MEDAK	2022	17.6
Telangana	MEDAK	2022	16.17
Telangana	MEDAK	2023	16.32
Telangana	MEDAK	2023	21.71
Telangana	MAHBUBNAGAR	2021	5.77
Telangana	MAHBUBNAGAR	2021	7.4
Telangana	MAHBUBNAGAR	2021	5.82
Telangana	MAHBUBNAGAR	2022	6.43
Telangana	MAHBUBNAGAR	2022	9.24
Telangana	MAHBUBNAGAR	2022	3.18
Telangana	MAHBUBNAGAR	2022	1.83
Telangana	MAHBUBNAGAR	2023	3.27
Telangana	MAHBUBNAGAR	2023	6.74
Telangana	KARIMNAGAR	2022	4.14
Telangana	KARIMNAGAR	2023	3.41
Telangana	KARIMNAGAR	2021	7.52
Telangana	KARIMNAGAR	2021	6.23
Telangana	KARIMNAGAR	2021	5.57
Telangana	KARIMNAGAR	2022	7.23
Telangana	KARIMNAGAR	2022	8
Telangana	KARIMNAGAR	2022	3.34
Telangana	KARIMNAGAR	2022	5.95
Telangana	KARIMNAGAR	2023	9.07
Telangana	KARIMNAGAR	2023	6.1
Telangana	MAHBUBNAGAR	2022	4.83
Telangana	MAHBUBNAGAR	2022	2.6
Telangana	MAHBUBNAGAR	2023	9.18
Telangana	MEDAK	2021	5.65
Telangana	MEDAK	2022	7.22
Telangana	MEDAK	2022	11.65
Telangana	MEDAK	2022	2.05
Telangana	MEDAK	2023	6
Telangana	KARIMNAGAR	2021	4.53
